country,description,variety
Germany,"Classic Mosel nose of fresh blossoms, delicate stone fruit, slate and hints of flint. This is medium sweet, crisp and lively with lots of juicy fruit flavors, notes of acacia honey, white peach and citrus. Nicely taut and focused palate, very minerally with refreshing long finish.",Riesling
Germany,"Mid-gold color. Pronounced aromas of ripe yellow fruits, honey, with hints of warm earth, savory fresh root vegetables and spice. Sweet, richly textured, but refreshingly crisp. Vibrant flavors follow through on the palate showing strong mineral notes. Broad but firm palate and a long lingering lively finish.",Riesling
Germany,"Mid-gold in color, with attractive aromas of ripe stone fruits. Focused by earthy minerality, this is dry and crisp, with abundant fruit in the mouth: peach, apricot, orange peel and spice. Nicely balanced, with a long, minerally finish.",Riesling
Germany,"Sweet, verging on honeyed, this lush wine features plenty of superripe apples balanced by just a dash of citrus and a hint of bitterness on the finish. Could use more complexity.",Riesling
Germany,"Notes of honey and cinnamon combine with a slightly musky spice note to give this sweet auslese added interest. It's round in the mouth without being soft or flabby in the slightest, with lingering notes of baked apple on the finish.",Riesling
Germany,"Pale gold color wine, with attractive floral nose hints, honey, slate and some obvious sulfur. Racy with a crisp juicy texture, lemony and moderately taut. Sweet with ample citrus and white peach flavors on the palate. Evident minerality on the finish adds complexity. Reasonably long length.",Riesling
Germany,"Pale gold color. Broad and aromatic, showing ripe yellow peach and nectarine, hints of honey, dried herbs and an earthy minerality. Fuller body and weightier on the palate than expected. Slightly loose knit but shows ample ripe stone-fruit flavors that balance sweetness and acidity slightly awkwardly on the palate.",Riesling
Germany,"Slightly closed at first, but slowly opens to reveal ripe stone fruits, hints of white flowers and an earthy minerality. Dry, with racy acidity that is balanced by lots of lively stone-fruit and citrus flavors. Palate is nicely taut and elegant. Moderately long, juicy finish.",Riesling
Germany,"At 9.5% alcohol and with plenty of residual sugar, this is rather broad, but it still boasts excellent intensity and complexity. Aromas of wet slate speak to the wine's origins, mixing easily with hints of clover leaf, apple, melon and lime. Ends citrusy, but also on a slightly chalky note.",Riesling
Germany,"Much lighter in weight than many Pinot Gris on the market, this is a pretty, fruit-driven rendering of the variety, blending tropical fruit with ripe apples and hints of pink grapefruit. It's crisp and clean on the finish.",Pinot Gris
Germany,"A solid effort from a huge commercial enterprise, this wine offers typical floral notes on the nose and straightforward flavors of baked apple, dried spices and citrus on the palate. It's medium-bodied and fresh, with some decent length on the finish.",Riesling
Germany,"Quite ripe and precise stone fruit aromas with interesting hints of minerality. Refreshingly crisp with balanced sweetness. Ample youthful, juicy fruits dance across the palate. Moderate intensity of flavor, zesty texture and a moderately long finish.",Riesling
Germany,"Prevailing lemony, citrus-cocktail aromas with hints of almond macaroons. Though medium sweet, it is lip-smackingly crisp and racy, with zesty citrus flavors following through on the palate. Moderately intense and reasonably taut, if a little austere.",Riesling
Germany,"The restrained nose shows some white peach notes, lees and stony minerality. This is complex, layered and persistent across the palate, opening up to ample stone fruit flavors, earthy notes, dried herbs and spice. Crisp, with sweetness, moderately concentrated flavors and a rich texture all in balance, if a little loose knit on the finish.",Riesling
Germany,"This boasts a pretty nose of peach, honeysuckle blossom, tangerine and cantaloupe and stony minerality. Lively, juicy texture with a medley of zesty citrus fruit, and fresh stone-fruit flavors. Hints of honey and blossoms and a lingering minerality linger on the finish.",Riesling
Germany,"Pale gold color, this has a rather reduced nose at first that slowly gives way to ripe stone fruit aromas and an earthy, savory note. Not very complex, but displays vibrant citrus and stone-fruit flavors that impart a pleasant tingle to the midpalate. Fairly light-bodied and easy drinking, with a moderate fruity finish.",Riesling
Germany,"A creamy-textured, medium-bodied kabinett, Haart's 2007 features some leesy complexity upfront, then focused pineapple fruit on the midpalate. Finishes long, with citrus and mineral underpinnings that balance the wine's delicate sweetness. Now-2015.",Riesling
Germany,"Shows a weaker side of the 2006 vintage, with an overly broad mouthfeel and a certain lack of precision, but still boasts ripe apple and melon flavors.",Riesling
Germany,"Frankly sweet, and somewhat oily in texture, this is low in alcohol (7.5%) but high in sugar and ripeness, bringing tropical fruits like mango and papaya to mind.",Riesling
Germany,"Despite weighing in at 12% alcohol, this seems light in body and sweet in style, with honeyed pineapple aromas and flavors of apple skin and lime. Finishes stridently, with a dusty texture.",Riesling
Germany,"Light and lean in style, maybe more classic than Johannishof's G bottling from the same vineyard, but also less enjoyable. Lime sherbet and quince form the crisp backbone, tinged with a hint of slightly confected strawberries.",Riesling
Germany,"Earthy on the nose, with savory aromas, fern fronds and ultraripe yellow fruit. This is dry and racy—almost a little tart—showing moderately intense flavors of ripe melons, Golden Delicious apples and Bosc pears. A little skeletal for the crispness but juicy and refreshing, with a long and savory earthy finish.",Pinot Blanc
Germany,"On the drier side for an auslese, with the alcohol reaching 10%, this wine features hints of apricot and pineapple marmalade, but there are also less pristine earthy, fungal notes that some may read as complex while others may find them slightly dirty. Crisp and linear on the finish. Drink now–2015.",Riesling
Germany,"Pale to mid-gold in color with a heady nose of exotic spice, rose water and floral blossoms with a hint of smoke. Round and warming on the palate. Sweet yet fresh and juicy with moderate intensity of citrus and stone fruit flavors. Some savory earthy notes on a moderately long finish.",Gewürztraminer
Germany,"Pale lemony color. Classic Mosel nose of stone, slate, white peach and flower blossoms. Vibrant and crisp, balancing the sweetness on the palate and resulting in a wine with a juicy texture and moderate intensity, turning racy on the finish. Not overly complex, but refined.",Riesling
Germany,"Mid-gold in color, this has a pronounced classic Gewürztraminer nose of lychee, rose petals, spice and ripe stone fruit with notes of earthy minerality. Sweet and richly textured, round mouthfeel with moderately intense flavors similar to nose with an added note of stem ginger and smoky spice on the finish.",Gewürztraminer
Germany,"Shows wonderful purity of fruit—green apple and lime, perhaps a touch of flower shop greens—and impreccable balance, being light in body, off dry, crisp and refreshing. Delicious.",Riesling
Germany,"There's an appealing nose of ripe yellow stone fruit, spice and an earthy minerality. Medium-sweet with a lovely rich texture, fleshy, but well balanced by the refreshing acidity. Smooth and broad across the palate, showing strong flavor intensity that lingers. Long, with a persistent layered, minerally finish.",Gewürztraminer
Germany,"With its delicate aromas of flowers, fresh greens and a hint of mint, you might expect this to be a light, delicate wine. But it's broad and rather sweet, marked by flavors of ripe apples and vanilla. It comes across a bit soft on the finish, but luscious.",Riesling
Germany,"Sweet and broad, with obvious spice, lychee and rose-petal aromatics but a disappointing lack of follow-through on the finish. It's good, but could use more vibrance and length.",Gewürztraminer
Germany,"Starts off a little sluggish, offering up hints of roasted sweet corn on the nose, but those aromas soon give way to scents of pineapple and dried apples. It's soft in the mouth, verging on flabby, but has some charming flavors of apple and spiced pear that make it enjoyable as a chilled apéritif. Drink now.",Riesling
Germany,"The subtle nose features a medley of citrus fruits. Zesty lemon, grapefruit and tangerine flavors persist across the palate. Juicy and refreshing with an attractive midpalate creaminess adding weight and complexity. Smooth and long, with a nice mineral kick on the finish.",Riesling
Germany,"Pale gold in color, with a fairly pronounced nose of orange citrus rind, dried herbs, pear drops and lime sherbet. Medium sweet and fruity, not terribly complex but nicely juicy and well balanced with an attractive spicy kick on the finish. Youthful, refreshing and easy-drinking.",Gewürztraminer
Germany,"At 13.5% alcohol, this is pretty ripe Riesling, broad in the mouth and almost oily in texture. Hints of honey and ripe pear mark the nose, but this wine is more about minerally extract than fruit. Turns spicy on the mouthcoating finish.",Riesling
Germany,"Ripe nose of peach, apricot and honey with some petrol. This is sweet yet refreshing, with moderately concentrated ripe flavors. Smooth texture across the palate, attractive mineral notes and some spice on the finish.",Riesling
Germany,"The appealing nose of lemony-lime aromas features a hint of honey. This medium-sweet wine with a gripping crispness is fairly light-bodied and slightly loose-knit, but refreshing, with moderately intense flavors of citrus cocktail. A nice earthy kick chimes in on the finish.",Scheurebe
Germany,"Presents an admirable blend of melon, lime, slate, mint and petrol, folding in apple notes on the palate. This is fairly sweet—close to unctuous—in style, while remaining fresh and fruit-driven from start to finish.",Riesling
Germany,"This plump, sweet auslese epitomizes the Pauly Bergweiler style. Honeydew and orange aromas and flavors are ripe and succulent—delicious in an easygoing way—but lack the complexity and extra sizzle to make the wine truly special.",Riesling
Germany,"Not a stereotypical fruity Riesling, the 2009 Qvinterra features plenty of savory, umami-like notes of broth and brine to go along with hints of sun-warmed peaches. It's medium bodied, with a long, velvety-textured finish unusual for a white wine. Intriguing.",Riesling
Germany,"Medium-gold in color, with a pronounced nose of ripe yellow peach and nectarine and hints of spice and minerality. Crisp, with juicy, sweet, ultraripe yellow fruit flavors following on the palate, but quite loose-knit texture. Simple easy-drinking.",Riesling
Germany,"Starts off with an almost indescribable note of petrichor, then develops more apple, citrus and even a hint of peachy ripeness. It's plump and medium in body, with lovely balance to the off-dry finish.",Riesling
Germany,"This wine starts off a bit funky and earthy on the nose, but opens up to reveal more floral and lime-like scents. At 13% alcohol, it's medium bodied and impressively dry tasting, with lime blossom and pineapple fruit balanced by crisp acids. Drink now.",Riesling
Germany,"Light nose, not showing much intensity on this pale gold Riesling. Slightly resinous, showing more on the palate with ripe stone-fruit flavors, hints of melon and pineapple. Quite sweet and rich, with slightly syrupy texture. Pleasing but straightforward and simple.",Riesling
Germany,"Pale gold in color. The savory, earthy nose shows dried herbs and a hint of honey. This is off-dry, but very well balanced by crisp acidity, leaving it refreshing across the palate. Moderately intense juicy citrus, cantaloupe and nectarine flavors. A little loose knit and simple on the finish.",Riesling
Germany,"Willi Haag's 2007 spätlese from the Juffer boasts a high-class mélange of petrol and slate, flowers and citrus. It's medium in body, with surprisingly restrained fruit on the palate, finishing with just a touch of phenolic bitterness.",Riesling
Germany,"Released in the U.S. a bit later than most German wines, Raimund Prüm's 2006 Würzgarten kabinett remains primary and fresh, filling the room with aromas of green apple, lime and slate. It's medium in body (9% alcohol) and slightly creamy in texture, with an off-dry finish marked by hints of lime zest.",Riesling
Germany,"A bit thin in texture, with wan apple and citrus flavors.",Pinot Gris
Germany,"This slate selection from Kendermanns is a pleasant surprise, speaking of its origins in the smoky, wet slate aromas and stony flavors couched in layers of white peach, melon and hints of honey. Despite a considerable 12.5% alcohol, it seems light and fresh, ending on notes of citrus and melon. Imported by Reh Kendermann GmbH Weinkellerei.",Riesling
Germany,"An interesting, characterful kabinett, with scents of smoke and scorched oil that mingle with lime and apple notes. On the palate, it delivers plenty of zippy citrus flavors, wrapped in a confounding veil of smoke and tar. Might prove better in time; give it 3–4 years of cellaring.",Riesling
Germany,"Kicks off with intensely petrol-like aromas and hints of vegetable oil rather than overt fruitiness, then develops flavors of honey, marmalade and spice on the palate. It's a rich, viscous wine that finishes very sweet—almost cloying—on the finish.",Riesling
Germany,"This wine boasts intense and pure aromas of pear and pineapple, then adds notes of melon and dried spices on the palate. Medium in body and slightly sweet, with a short, crisp finish. Imported by Valckenberg International, Inc.",Riesling
Germany,"This plump, medium-bodied kabinett seems destined for early maturity, as it relies on a touch of unreleased CO2 to give it liveliness. Drink it young while it's still fresh, and before the bold apple, pear and citrus flavors fade.",Riesling
Germany,"Intensely diesel-like on the nose, almost to the point of nuttiness, then full-bodied, broad and muscular on the palate, delivering flavors of oranges and wet stones. It's drier than many spätlesen, and while it may lack a bit of raciness and elgance, it makes up for it with sheer power.",Riesling
Germany,"This fresh, medium-bodied Riesling is clean and fruity, combining flavors of ripe pears and white peaches with hints of apple and slate. Imported by Classical Wines.",Riesling
Germany,"On first glance, this wine comes across as too simple and sweet. But give it some time and a spicy, slatey-minerally compenent emerges, providing balance and complexity to the ripe pear flavors. An estate that seems to be undergoing a bit of a resurgence. Imported by Valckenberg International, Inc.",Riesling
Germany,"Round and medium-bodied, this relatively low-acid Riesling is soft and easy to drink. Mineral and spice notes accent ripe pear and melon flavors. Drink now. Imported by Loosen Bros. USA.",Riesling
Germany,"Medium in body—and even a bit oily in texture—this amply ripened wine boasts smoky, pungent aromas that veer toward green apple and lime after some airing. It's a bit heavy, but flavorful. Imported by Valckenberg International, Inc.",Riesling
Germany,"Founded in 1794, Deinhard is an old merchant house—what the French would call a négociant—that markets a wide array of wines. The company's 1808 price list offered 89 different Rhine and Mosel wines, but that's been at least somewhat shortened in recent years. No, it's not that intense, nor does it show a lot of minerality, but this wine ably shows off Mosel Riesling's array of fruity, off-dry flavors, ranging from peach and pear to apple, pineapple and lime. Crisp and clean on the finish.",Riesling
Germany,"Lacks the layered intensity that the 2003 version of this wine showed at this stage, but still delivers stony, minerally aromas and prototypical flavors of green apples and fresh limes. Light in body, but clean and wonderfuly refreshing on the finish. Imported by Valckenberg International, Inc.",Riesling
Germany,"This seems a bit simple and confected for an Erstes Gewächs offering, with superripe, fruity aromas and flavors of apple, melon and lime. It's still a nice wine, medium-bodied and cleanly made, just lacking the minerality and complexity you'd hope for at this level.",Riesling
Germany,"Relatively light in weight for the Rheingau, with modest pineapple and fern aromas on the nose. Tart and flavorful on the palate, marrying pineapple and green apple flavors that finish crisp and dry. Imported by Schmitt-Sohne Inc.",Riesling
Germany,"This is a decidedly nonfruity Riesling, marked instead by aromas of petrol and featuring flavors of crushed stone, canola oil and lime. It's relatively light in body and close to dry, finishing long and citrusy. Try it with a seafood salad or smoked trout.",Riesling
Germany,"Breuer's entry-level wine isn't cheap, but it's also pretty good, marrying stony, minty scents with flavors of lime, fresh herbs and wet stones. It's light in body for such an alcoholic Rheingau Riesling, with a clean, fresh finish. Imported by Classical Wines.",Riesling
Germany,"Still a bit sulfury, but otherwise correct, with melon, pear and spice flavors, lithe body and a clean, short finish. Should be better in another year or two. Imported by Palm Bay Imports.",Riesling
Germany,"Starts with slate and lime aromas, adding in modest apple notes on the medium-weight palate. Clean and crisp, just lacks a bit of distinction. Imported by Valckenberg International, Inc.",Riesling
Germany,"Light and very crisp, this wine even boasts hints of retained carbon dioxide to further enliven its mouthfeel. Lime and flint-smoke scents yield to citrusy, stony flavors. Would work well as an apéritif. Imported by Classical Wines.",Riesling
Germany,"Seems slightly disjointed, with pungent diesel aromas on one hand and sweet-tart melon and pear flavors on the other. It's atypically broad in the mouth for Riesling, almost fat, yet closes on a tangy, earthy note. Imported by Schmitt-Sohne Inc.",Riesling
Germany,"Make no mistake—this is full-bodied, but it carries its 14.5% alcohol without any sign of warmth, just mouthcoating layers of flavor. Petrol and oily notes mark the nose and palate, but there's enough apple-y fruit and dried-spice notes to achieve complexity and balance. Dry essence of Riesling.",Riesling
Germany,"A soft, fruity wine, Knyphausen's entry-level Riesling has hints of flowers on the nose, then delivers weighty pear and melon flavors. Off-dry. Imported by Valckenberg International, Inc.",Riesling
Germany,"The fruit seems rather restrained in this medium-bodied Riesling. Instead, the emphasis is on slatey, minerally scents, backed by soft apple and citrus flavors. Imported by Chapin Cellars.",Riesling
Germany,"Words hardly do this wine justice. It's unctuous almost beyond the point of being wine—offering a mèlange of dried fruits and honey that ooze over every taste bud, filling the pores of your mouth and then releasing sugar and flavor for minutes afterward. And the aromas aren't too shabby either, giving up intense scents of dried apricots and orange marmalade, tinged with tea-like notes that add a sense of lightness and complexity.",Riesling
Germany,"Reasonably priced for an eiswein, this immensely thick, oily offering coats the palate with intense sweetness, but also succulent flavors of flower syrup, ultraripe pears and apricots. Candied orange notes linger forever on the finish.",Riesling
Germany,"This wine's intense aromas of honey, oranges and tea seem almost a little roasted or caramelized, but on the palate the flavors are brilliantly defined and focused by vibrant acidity that brighten the bold citrus and honey notes. A  rich and viscous mouthfeel, yet miraculously crisp at the same time; the acids keep the finish echoing in your mouth for a long, long time.",Riesling
Germany,"What balance! This wine's considerable sweetness is admirably buffered by ample acidity, while low alcohol adds to the impression of lightness and ease. This structural balance is complemented by the way slaty-minerally aromas play off bright tangerine and peach flavors, ending seamlessly, crisp and long. Delicious now, but should easily age 20 years.",Riesling
Germany,"Insanely priced, but if you love ultrasticky dessert wines, this is one you'll want to try at least once. Shows the merest hint of volatility on the nose, but also striking floral and mineral components. Broad and viscous on the palate, with intensely honeyed flavors of dried apricots and orange marmalade that last a long, long time. Should age virtually forever.",Riesling
Germany,"On the full-bodied side, but the combined weight of sugar and alcohol is ably balanced by bountiful acids. Floral notes lead off the nose, followed by hints of pineapple and spice, then dried apricots and candied fruit kick in on the palate. Clean on the finish, not overly sweet or cloying.",Riesling
Germany,"This wine lacks the richness and texture of Knipser's Im Großen Garten bottling, but more than makes up for it with complex notes of spring flowers, bergamot, spice and mineral. Long and crisp on the finish, with potential to possibly improve up to 10 years.",Riesling
Germany,"Strikes a lovely balance between fruit and minerality, marrying ripe apple and orangey citrus notes with hints of petrol or diesel. Reasonably full-bodied, turning crisp and zesty on the spice-inflected finish. Drink now.",Riesling
Germany,"Is this a breakout year for Nik Weis? Never before have I found his range of wines so compelling, and this spätlese is just one example. Yes, it's still marked by heavy leesy notes on the nose, but the fruit is plump and succulent on the palate, mixing melon and apple notes with a heavy dose of spice and mineral.",Riesling
Germany,"It's rare to see older vintages of German wines released straight from the estate cellars, so if you haven't had the chance to sample older German dessert wines, this may be worth a try. It's pretty darn good, too, with lovely clover blossom and honey scents leading into dried apricot and juicy pineapple flavors. Don't expect a thick, syrupy wine—this has a light touch and impeccable balance that might best be paired with foie gras, fresh fruit or mild cheeses rather than full-blown dessert. Reasonably priced, considering the prädikat and age.",Riesling
Germany,"Like virtually all St. Urbans-Hof wines, this one starts off a bit sulfury, but the quality of the wine underneath is readily apparent, from its scents of slate and apple to flavors of white peach and melon. It's generous in fruit, yet restrained in texture, featuring an almost austere minerality that balances the wine's residual sugar. Cool and stony on the finish, this wine has a long future ahead of it.",Riesling
Germany,"Reasonably priced for a Riesling of this quality, this off-dry wine is filled with spiced baked apple flavors. Touches of petrol and stone dust impart a sense of minerality, while the finish is long and mouthwatering.",Riesling
Germany,"Like all of the Weil wines, even this entry-level effort places an emphasis on ripeness. Hints of smoke and diesel add complexity to the nose, while on the palate it's broad and slightly off-dry, with sun-drenched flavors of nectarine and melon that coat the mouth on the finish.",Riesling
Germany,"This medium-bodied spätlese has a firm spine of acidity to help keep its shape through potentially decades of aging. Apple, clove and melon fruit is buttressed by layers of minerals and spice and a long, crisp finish.",Riesling
Germany,"Rich and unctuous, but not a simple fruit-bomb of concentrated fruit, there's also great minerality and some kerosene. Apple, peach kernel and baking spice flavors end on a honeyed note.",Riesling
Germany,"A step up from the 2003 offerings from this estate, with clean, vibrant aromas of vanilla, melons and white peaches. Flavors are similar, with just enough citrus to balance the sweetness. It's plump, yet spry and light on its feet—an attractive combination.",Riesling
Germany,"Starts with beautifully defined aromas of green apple and lime, then adds tangerine flavors to the mix on the palate. It's not heavy, but it's not light, either, deftly balancing acid, alcohol and sugar. Long and minerally on the finish.",Riesling
Germany,"This estate has been turning out better and better wines nearly every year, and this may be its best yet. A fabulous bouquet of honeyed slate, green apples and limes is followed by flavors that are sweet yet balanced, with great freshness and racy acidity. Finishes long and mouthwatering. Not only about power, there's also elegance to spare.",Riesling
Germany,"Seems a bit simple at first, mounding up fruity scents of apple, pineapple and pear. But give it some time to develop and it adds complex mineral and spice nuances. The wine is fairly rich and full-bodied, but the sweetness is balanced by crisp acids. Long in the finish and packed with dry mineral notes.",Riesling
Germany,"Plump and succulent, this is a deceptively easy wine. Ripe apple, pear and melon flavors make it seem simple, but underneath the flesh is a spine of bright acids and slatey minerality. Zesty lime and ripe orange notes give length to the crisp, lingering finish. Both this wine and the auslese are great.",Riesling
Germany,"A bit sulfury on the nose, but even through that veil it's possible to discern greatness. Citrus, melon and pear notes shine through, picking up mineral notes on the long finish, while the texture is plump but with elegant underlying structure. Drink 2010–2020.",Riesling
Germany,"Rock hounds will adore this wine, which shows off the dry minerality of the Abstberg. Crushed stone, spice and melon scents are fleshed out and embellished on the palate by honeyed notes of pineapple and dried fruit. Persistent citrus, honey and mineral notes linger elegantly on the finish.",Riesling
Germany,"This wine pleases from start to finish, beginning with mouthwatering aromas of zesty limes and green apples and then adding plump, mouthfilling flavors of melon. Ends long, with pepper, spice and mineral notes.",Riesling
Germany,"It's stony and minerally on the nose, but also boasts vivid pear, melon and green-apple scents. The flavors verge on tropical, mixing ripe pear and melon notes with underpinnings of tangerine. It's all wrapped in a plump, succulent texture and features a long, lipsmacking finish.",Riesling
Germany,"This delicate wine is waif-like and virtually ephemeral on the nose, with subtle scents of mineral, fresh greens, citrus and apple. In the mouth, it shows similar finesse, striking a fine balance between sweetness and tart green-apple and lime flavors. Finishes long, accented by bright citrus notes.",Riesling
Germany,"A fairly big, broad-shouldered wine that displays ripe baked apple and spice scents, but also intense minerality. The slightly oily texture comes off like creamy molten rock, finishing long and mostly dry, with lingering slatey notes.",Riesling
Germany,"A rich, unctuous style of auslese, with broad, sweet flavors of poached apple and pear, accented by hints of dried apricots and spice. This is a bit on the sticky side but may come into better balance over time.",Riesling
Germany,"Relatively round and lush for a dry German Riesling, with pronounced ripeness and texture. A hint of diesel marks the bouquet, followed by scents of superripe apples, honey and dried apricot, while the flavors add notes of mineral and spice. A long, spice-driven finish completes the package.",Riesling
Germany,"If there is any complaint at all to be made about this wine, it's that it is too easy to drink. Succulent, ripe, honeyed fruit balanced by just enough acidity slips down without any edginess, yet the flavors still linger nicely on the finish.",Riesling
Germany,"From the family's estate holdings in the Saar, this is a steely, minerally wine, but the ripeness of the vintage has given it a saber's heft rather than the more typical rapier-like weight. A bit austere, but long, dry and minerally on the finish.",Riesling
Germany,"Relatively high in alcohol and dark in color, this is a kabinett that doesn't quite fit the mold, yet still provides a pleasurable experience. Minerally, dieselly notes on the nose are matched by baked apple scents, while the flavors turn toward honeyed stones and sweet corn. It's creamy in texture, rich and off-dry.",Riesling
Germany,"Qualitatively on a par with the fine 2001, but in a plumper, sweeter style, with honeyed apple and pineapple aromas and flavors. A hint of bitter citrus pith on the finish provides a counterweight to all of the sweet fruit.",Riesling
Germany,"Fairly priced for a Nahe Riesling, the Schloss Wallhausen spätlese offers penetrating scents of lime and minerals, garnished with touches of flowers and green apple. Despite its plumpness in the mouth, there's an almost austere quality to the minerality, which is only slightly buffered by sweet apple and citrus flavors. Picks up the slightest hint of bitterness on the finish.",Riesling
Germany,"Sweet and full-bodied, this is packed with apple, pear and quince flavors. Initial leesy notes slowly blow off, so decant prior to serving, or age 5–7 years. This is lush rather than classically racy, but still very enjoyable.",Riesling
Germany,"The style at Pauly-Bergweiler leans toward ultraripe, and this wine is no exception, boasting sweet, lush flavors of honeyed melons and pears that verge on fatness. Thankfully, there's a touch of unreleased CO2 to help provide freshness and a just a hint of grapefruit on the finish—enough to give the wine some focus.",Riesling
Germany,"In the house style, this is rather lush and sweet for its prädikat. Candied pineapple notes anchor the bouquet, lightly garnished with hints of crushed stone. Flavors continue along the same theme, adding notes of tropical fruit and superripe pears. Approachable now; it should firm up a little with age.",Riesling
Germany,"Rather fruit-driven and sweet, with dried fruit and apple shadings on the nose, and apple, melon and citrus flavors. It's medium-bodied, and ends with more melon flavors and a hint of slate.",Riesling
Germany,"Considerably heftier than the light-bodied 2004 version, and a better wine for the extra weight, with baked apple, melon and spice notes amply filling out this wine's medium body. Finishes long, picking up a dusting of cinnamon and crushed stone.",Riesling
Germany,"Although somewhat pricy, this is a very good wine, marrying a minerally, crushed-stone character with ripe tree fruits. Round and slightly honeyed peach and apple flavors are a treat, backed by citrusy notes that extend through the finish.",Riesling
Germany,"From the Wormser Liebfrauenstift-Kirchenstück, this dry Riesling boasts a clean, crystalline quality to its pear, apple and melon flavors. Scents of stone dust enhance that aspect of the wine, which follows through on the minerally finish.",Riesling
Germany,"Fresh and minty on the nose, with restrained pear and melon notes, this medium-bodied kabinett is firmly tart and acidic on the palate, with balanced sweet-sour flavors. Turns slightly chalky on the finish.",Riesling
Germany,"A touch drier than the Gold label Impulse Riesling previously reviewed, this wine has a fine, almost filigreed bouquet of finely intertwined lime and mineral notes accented by green plum. Lean and elegant, with a crisp finish and good length.",Riesling
Germany,"Unique in character, this wine features powerful white pepper and spice drop notes layered over white peach and melon flavors. It's rather big and round in the mouth, but it also has a bit of a hole in the midpalate. Turns peppery and spicy on the finish.",Riesling
Germany,"Relatively plump and succulent for a “Dry Riesling”, with honeyed, musky notes that accent ripe peach and dusty mineral flavors. Not quite dry on the finish, but powered by crisp acidity.",Riesling
Germany,"This hard, stony-textured wine will be tough to warm up to for some, while rock-heads will extol its minerally virtues. Hints of lime and green plum keep it from being too austere, while it finishes cool and long.",Riesling
Germany,"Perfumed and floral on the nose, but there's also a fair degree of crushed stone buffered by hints of green apple and citrus. Flavors are strongly floral and mineral, then finish stony and dry.",Riesling
Germany,"Starts off with beautiful scents of minerals, dried spices and a hint of peach, but not quite as attractive on the palate, where it seems heavy at times despite some unreleased CO2. Then it turns tangy-tart on the finish. This youthful wine comes across as a bit disjointed; hopefully, that will improve over the next few months in bottle and this rating will look conservative.",Riesling
Germany,"It's an intriguing idea to blend fruit from the Rhine and the Mosel, theoretically balancing the best qualities of each. Astute tasters will catch a little bit of that in this wine, with darker spice notes playing against brighter floral nuances. The result is a pleasant if rather generic Riesling that finishes with soft pear and melon fruit.",Riesling
Germany,"A plump, off-dry Riesling imported in relatively large quantities (30,000 cases), this is a notable reintroduction to the grape variety. Has basic Mosel characteristics of green apple and lime aromas and flavors. There's even a soft, slightly mineral finish.",Riesling
Germany,"This citrusy wine is a bit of a one-note wonder, but it performs that note well, featuring strident lime aromas and a zippy, dry finish.",Riesling
Germany,"Light and dry, with scents of limes, fresh ferns and green apple. Flavors of green apple and citrus finish crisp and clean.",Riesling
Germany,"Smells solid, showing hints of honey and melon layered over some stony notes, but turns dull and earthy on the palate, then roughly acidic on the finish.",Riesling
Germany,There's some mossy tones under the fresh pear fruit along with a slight spritz that keeps everything lively. Pretty lemon and grapefruit notes show through on the (slightly tart) finish. Drink now.,Riesling
Germany,"Light and airy, with petroleum, verbena and spring flower scents and a medium finish with nice gravel and lemon notes. Not a trace of sweetness. Try with raw clams. Drink now.",Riesling
Germany,"A medium-bodied, slightly chunky Riesling, this lacks the elegance and finesse of the best Mosel wines, but still manages a tasty balance of sweet and tart, with apple, citrus and earthy notes all combining on the palate.",Riesling
Germany,"The scents of this wine speak indubitably of its place, running the gamut of classic descriptors from apple and lime to honey and slate. It's dry and lithe on the palate, combining citrus and crushed-stone flavors, and finishing crisp and clean.",Riesling
Germany,"Importer Rudi Wiest with the help of Robert Eymael has found a fruity, off-dry Riesling at a great price. The melon, spice and citrus flavors are delivered via a palate that's a little broad, but finish clean. With a little more zip, this would be even better.",Riesling
Germany,"The “black cat” Riesling I remember from my childhood rides again, with modest green apple notes accented by bits of earth and citrus. It's off dry and soft, yet with a slightly sour edge to the finish.",Riesling
Germany,"Aromas are redolent of a candy store—cotton candy, watermelon sours and candied apples. The palate is a sharp contrast, dry, austere and a bit thin. A few years in the cellar will help tame the piercing acidity.",Riesling
Germany,"Opens with exotic notes of musk and summer jasmine, backed up by scents of tangerine. The dry palate is light and more straightforward, wrapping up with a short burst of lemon peel.",Riesling
Germany,"Light and pretty on the nose, with carnations, lemon and just a hint of candied ginger in the background. A tad watery in the mouth, with a short citrus peel aftertaste. Drink up.",Silvaner
Germany,"Baking scents have the upper hand here, along with a sprinkling of fresh citrus tones that glide through to the finish on a slick of biting acidity. Try with chips & dip. Drink up.",Riesling
Germany,"There's definitely something funky going on though the nose is not unappealing, with some nice apricot overtones. Crisp and lightweight, it turns a bit sharp at the end.",Riesling
Germany,"Sweet and broad, this eiswein displays a distinctly sour edge to its flavors, which proved offputting to this taster.",Gewürztraminer
Germany,"Honey, cream and watermelon notes make for a likable opening. The crisp, citrusy palate is straightforward, with just a hint of softness. Medium lime and fresia finish. Drink now.",Silvaner
Germany,"Dry and a bit sharp, this Rheinhessen trocken has some funky low notes under its peach and pear fruit. It's light on its feet and suitable for a raw bar. Drink up.",Riesling
Germany,"Simple but pleasant sipper, with understated aromas of talcum powder, fresh grapes and quince. Finishes light, peachy and clean. A good companion for sushi. Drink now.",Riesling
Germany,"While the scents are decadent—honey, ginger and candied pineapple—the achingly dry palate makes a tart impression. Try with oysters. Drink now.",Riesling
