country,description,variety
Argentina,"A rambunctious young buck of a wine, with untamed aromas and plenty of aggressiveness from front to back. It clamps with firm tannins while delivering dark plum and other black-fruit flavors. Gets better with airing and may improve in the bottle. Now, it needs food to tame the beast.",Malbec
Argentina,"Familia Schroeder is making good, restrained wines in Neuquén. This Merlot won't rock your world but it will deliver firm, fresh raspberry flavors, food-friendly acidity and solid tannins. And it's even got some chewy sweetness.",Merlot
Argentina,"This lighter-bodied blend has a lot in common with a good Côtes-du-Rhône. It's mildly spicy but also quite fruity; the nose exudes red-berry and cinnamon aromas, while the palate is warm and just slightly oaky. A nice bistro wine.",Red Blend
Argentina,"Mildly smoky and toasty aromas lead to a lightly oaked palate that's largely defined by black cherry and some rich berry syrup. It's a full, colorful Syrah with a chunky mouthfeel and a satisfying but short finish. Drink now.",Syrah
Argentina,"Starts out with ripe dark-druit aromas, while pepper and charred beef come later. The palate is best up front, where black cherry and dark berry flavors attack well but lose steam fairly quickly. And the finish holds onto some buttery oak that one might rather not taste. But overall this is an easy 50-50 Argentine red blend.",Shiraz-Malbec
Argentina,"Green apple and lemon work the clean, easygoing nose, while the palate has jump and bounce along with citrus and peach flavors. Don't look for complexity or nuance and you'll be happy with the wine's vibrancy.",Chardonnay
Argentina,"Starts out murky and sweaty, before showing cola, green herbs and leather. It's a rather jumpy, scattershot wine with plum and boysenberry flavors and a grapy, flush finish. The feeling here is that Terrazas wines were more consistent and elevated a few years ago.",Malbec
Argentina,"Jammy and attractive. The nose is wide open and full of dark berry aromas. The palate is also pretty deep, and in addition to the requisite beaming fruit you'll find licorice and molasses. Finishes on the money, and with richness.",Malbec
Argentina,"Opens with a nice combination of mineral dust and orange marmalade, while the palate is smooth with the flavors of banana and lemon curd. Suave with a splash of  necessary acidity. As always, Luigi Bosca delivers a very good wine.",Chardonnay
Argentina,"Big and earthy, with secondary aromas of pepper, chocolate and smoke supporting bold black fruit. Cassis and black cherry are the leading flavors, while the zesty yet oak-heavy finish is right on. A very good Malbec from what was an average year.",Malbec
Argentina,"This wine shows molasses and Boston baked beans on the nose along with peppery spice. The bouquet is a touch stewy, but the palate delivers core black cherry and cola along with tight, ripe tannins. The wine takes a little while to warm up and it remains saucy, but that's not uncommon for Mendoza.",Malbec-Cabernet Sauvignon
Argentina,"Value-level Chardonnay has never really been Argentina's strong suit, but this fuller-bodied version is pretty good. It starts with citrus, orange peel and some dusty scents, which are backed by melon, apple and citrus flavors. It finishes with some pithy bitterness but overall it's nice for Mendoza Chardonnay.",Chardonnay
Argentina,"A difficult wine to assess. For starters, it's heavily oaked and very dark in aromas; think tar, char and espresso. The palate is narrowly focused and tannic, with dark fruit peeking thru here and there. Finishes sheer, with coffee and bitter chocolate. Could get better with time, or it might never really open up. Needs at least another year in bottle to show its true colors.",Malbec
Argentina,"A giant smack of coffee and earth rip at you from the glass, while the palate starts out medicinally sweet before folding in chocolate and leather. The feel settles at soft, but it's not flabby. And the finishing notes of mocha-covered strawberry are pleasant.",Syrah
Argentina,"Sweet on the bouquet, although there's a bit of a lactic note. The palate is bright and fruity, but the feel is narrow and goes hard with the tannins. Finishes mildly grabby but it's fruity throughout. A good effort but a little challenging. Can you tell that it has its contradictions?",Syrah
Argentina,"Snappier and more crisp than in the past; this blend of Cabernet and Malbec hits with red-fruit aromas and a touch of vanilla. Next comes raspberry flavors mixed with cola, vanilla and a dollop of butter. Has staying power and depth, but is a little short on core fruit.",Cabernet Sauvignon-Malbec
Argentina,"Dense, rich and encouraging on the nose, with full blackberry flavors and a flush mouthfeel. For Argentine Cab this gets it right much more than wrong. The flavors are fairly well developed and the finish has length.",Cabernet Sauvignon
Argentina,"Not a bad steak or burger wine given that it offers some kicking acidity to go with sassy cherry and oak-based flavors. This is more of a forward, racy Cabernet. It doesn't lay heavily on the palate; in fact, it's a touch jumpy and staunch despite its oak cask moniker.",Cabernet Sauvignon
Argentina,"Having always liked this wine, which is 86% Cab and the rest Malbec and Merlot, the 2002 seems a touch bland and underwhelming. The color is dense and the nose muscular and herbal, but it peters out quickly and shows no signs that it will get better with age. Imported by Quintessential Wines, LLC.",Red Blend
Argentina,"A little loose on the bouquet, with a whiff of sulfur and leather to go with wild berry aromas. In the mouth, it's got an Old World coarseness that turns the flavor profile to pepper and espresso. At 60% Cabernet and 40% Malbec, it's worth the price.",Cabernet Sauvignon-Malbec
Argentina,"Leather, dark fruit and citrus peel make for a good nose, while the palate is meaty and a bit heavy as it pours on those classic dark-fruit flavors that Malbec is known for. Best to get at this one now because neither the palate nor the finish shows much acidity. A touch hollow.",Malbec
Argentina,"Big and jammy, and all in all it's a solid, good Malbec. Aromas of tar and prune give way to plum and blackberry flavors. On the finish, it's a touch salty and drying, but with food it will be smoother. Good for the money, although limited in depth and complexity.",Malbec
Argentina,"Solid, ripe and smooth on the nose, then red cherry and raspberry come forward on the zesty, tangy palate. The finish is long and healthy, but a bit monotone in its delivery. Freshness and pop are not lacking in this young Malbec.",Malbec
Argentina,"Finding affordable but good Cab is not an easy chore, so let this solid, smoky wine fit that bill. The nose is like a cowboy campfire, complete with hickory, leather and cured meat. The palate is full-force and tannic, with plum and berry fruit. It may be slightly cooked and not for the long haul; so drink now.",Cabernet Sauvignon
Argentina,"Clove and other challenging aromas greet you, and never does this blend of Malbec, Cabernet, Bonarda and Merlot get it fully together. The palate seems a little reduced and short on feel, and while it widens and softens on the finish, the ride to get there is bumpy. Expect better in 2005.",Red Blend
Argentina,"Better than most Argentinean Sauvignon Blancs, and made in a fuller-bodied style. The nose has weight and wax aromas, as well as melon, and the palate features ripe, almost pithy citrus. Dried apricot and a nick of passion fruit work the finish. Drink immediately.",Sauvignon Blanc
Argentina,"A touch cooked and oaky, but with a sweet, friendly side, too. The palate rests on beefy fruit, and it's chewable and just slightly herbal in nature. Finishes leathery and tannic, with chocolate and coffee notes. Imported by Pernod Ricard, USA.",Cabernet Sauvignon
Argentina,"A perennial Best Buy among Argentinean Torrontes, Santa Julia always puts out a true and consistent product. The nose on the 2007 offers lime and flower blossoms, while the weighty, slightly creamy palate shows melon and papaya. Made in a riper, fuller style. Drink now.",Torrontés
Argentina,"Quite dense and ripe, with prune, earth and rubber on the nose. The depth of color coincides with the meatiness and grapiness you find on the palate, which is pleasing but modest in depth and complexity. Weighs in as a full, easy, chewy wine.",Malbec
Argentina,"Rich and borderline syrupy, but restrained enough to keep its focus. The mouth deals brawny red and black fruit encased in meaty tannins. And with some oak-based mocha and coffee on the finish, it is solid as a rock.",Malbec
Argentina,"From the Altos Las Hormigas gang comes this Bonarda that hits with more power than precision, yet in the long run it makes the grade as a fun wine with plenty to offer. The nose is full of dark fruit, coffee, vanilla and marzipan, while the palate and finish are equally fruity and forward. The perfect red for burgers.",Bonarda
Argentina,"More lean and tight than bulky, with licorice, pepper and leather aromas. Compact in the mouth, with spice and cherry flavors leading into a peppery, drying finish. Balanced and more traditional than many modern, beefy, unidentifiable reds. Imported by 31 Degrees South Imports.",Syrah
Argentina,"This marks the U.S. debut of Torino's organic line called Cuma, which means clean and pure in a native language. The wine is indeed that; it's a grapy, fun wine with ribald boysenberry fruit. And with air it shows some softness that makes it go down easy.",Malbec
Argentina,"Rutini's value brand exhibits a lot of forced toast, popcorn and burnt notes, all of which tells us that they want us to smell and taste oak. Supporting the wood brigade is syrupy cola and ripe black cherry flavors as well as creamy chocolate finishing notes. Candied but pleasant.",Cabernet Sauvignon
Argentina,"Of all the large-format White Pearl varietals, this Torrontes tastes and feels the best. It has the grape's pungent aromas of acacia and talc, and the flavors are solid and persistent as the palate yields green melon and honey. Finishes tangy and fresh, meaning it hasn't yet started to fade.",Torrontés
Argentina,"Spice, rose hips and raspberry make for an open and welcoming nose. The palate delivers generic berry flavors, size, tannins and spice. It finishes a little harsh, with pepper and burnt notes. But mostly it's a solid everyday Malbec.",Malbec
Argentina,"A big and mauling version of Malbec. The nose is minty and dark, while the palate runs syrupy and full, with heavy black-fruit flavors darkened even more by a persistent peppery streak. Much less restrained and elegant than the Kaiken Ultra.",Malbec
Argentina,"Big and fruity, and for the most part holds together and exhibits more good qualities than its faults. The flavor profile drives full-bodied black fruit and a finish that cuts out quietly. Not over the top in any way.",Malbec
Argentina,"Over the years the Fantelli wines have not impressed, but this Torrontes works nicely, especially if you like some weight and sweetness to your white wine. The nose offers apple blossoms and honey, while the peach, pear and applesauce flavors are round and sweet. Seems to have some residual sugar.",Torrontés
Argentina,"Slightly rugged at first, with strong scents of leather, earth and subdued dark fruit. The palate is classic Malbec: soft, chewy and medium in depth. Not terribly complex or long on the finish, but satisfying.",Malbec
Argentina,"A veneer of oak and aromas of root beer greet you, while cherry and raspberry flavors work the palate. It's a lively, tannic wine with a candied, slightly resiny/minty flavor profile and finish. Best with food.",Malbec
Argentina,"Plum, blackberry and other fruit aromas work the nose, which is light and airy more than deep and concentrated. The palate is also a touch thin for a reserve-level wine, but the fruit is clean and the finish offers both chocolate and black pepper.",Cabernet Sauvignon
Argentina,"Starts out good, with menthol and wintergreen dominating the nose. The palate is forward and endowed with a lot of red-fruit flavors, but the mouthfeel lets it down. There's too much bounding acidity and not nearly enough lushness.",Malbec
Argentina,"Mocha, coffee and other oak-based aromas are front and center on the nose. The palate is quite sweet and rich, with cola and dark fruit flavors. Generally speaking this wine has the right qualifications to make a positive impression; it is, however, oaky and on the stewy side. Imported by Kysela Pere et Fils, Ltd.",Cabernet Sauvignon
Argentina,"Don't let the bright purple color and plum/prune aromas fool you: the wine looks deeper and fleshier than it is. In fact, while the palate deals heft and tannin, the depth of fruit is modest and the final package winds up being uncomplicated, but in a good way.",Merlot
Argentina,"Light fragrances of talcum powder and apricots lead off this mild-mannered blend, which runs easy and smooth before thinning out on the back palate and finish. But along the way there's good citrus and green-fruit flavors backed by adequate acidity. A good quaff for the price.",Chardonnay-Viognier
Argentina,"Good out of the blocks, with full and creamy berry aromas. The palate doesn't exactly follow that lead as it shows slightly tart red cherry and cranberry flavors. And by the finish there's even a lemony tingle. Best if you like a juicy style.",Malbec-Cabernet Sauvignon
Argentina,A bit jumbled and certainly it goes heavy on the oak. But as things settle you'll find buttery vanilla notes accenting relatively solid berry fruit. The end result is pretty good. Give it some air.,Cabernet Sauvignon-Merlot
Argentina,"La Vuelta means “the return,” and after a glass or two of this, and with modest expectations, you may want to return to this lighter-styled Malbec. Flavorwise, we're talking strawberry-, cherry- and raspberry-infused tea, while light but noticeable oaking yields finishing notes of mocha.",Malbec
Argentina,"Argentinean Rieslings come along as often as Haley's comet. But this clean, round wine is pretty good in its own right. It features dry almond, white pepper and apple flavors, with additional almond skins on the mineral, lean finish. Not entirely a novelty with 1,550 cases total production.",Riesling
Argentina,"With varietally correct aromas and nice overall balance, this ranks as a solid, fairly legitimate Argentine Viognier. Hailing from warmer San Juan province, this is a citrus- and honey-based white with size, spice and mouthfeel. For the most part it gets things right.",Viognier
Argentina,"Generic black-fruit aromas are bolstered by chocolate and char, while the palate throws up extraripe cassis and blackberry flavors. The palate shows good acidity and ample body, and while the tannins come across hard on the finish, food will help it along.",Cabernet Sauvignon
Argentina,"Patrick Campbell, the man behind Laurel Glen in Sonoma County, has a fondness for Argentina and South America. His Terra Buena brand has some hits and misses, and this Malbec falls right in the middle of that range. It's sweet, big (14.5% alcohol) and decadent, with candied fruit flavors and a soft, fudgy finish. Drink now.",Malbec
Argentina,"Touches of cola, cherry and berry work the jammy bouquet, and the reasonably sturdy body offers up flavors of berry backed by vanilla. There's ample grab and pretty good balance to this fresh wine.",Shiraz
Argentina,"Lively from the beginning, where red-fruit aromas are toughened up by notes of leather, earth and spice. Fairly robust in the mouth, with plum, berry and pepper flavors. Substantive throughout, with firm tannins and enough oak to create mocha and vanilla on the finish. Imported by Banville & Jones Wine Merchants.",Cabernet Sauvignon
Argentina,"All sorts of smoky berry, cola and controlled toast aromas get this wine going in the right direction. It tastes very good, with pure, less than bashful plum and cola flavors leading straight to a fruity, lasting finish. This may not have much sauvage, old world Syrah character; but for Argentina it's made right and registers from head to toe.",Syrah
Argentina,"A five-grape mash-up with savory aromas of roasted oak, smoke, bacon and clove aromas. Despite slightly crisp acidity, the wine is lusty and giving, with juicy cherry, cassis and other bright-flavored fruit. Good length and some chocolate on the finish send it away in fine form. 550 cases made.",Red Blend
Argentina,"Deep purple in color and fierce on the nose; there's no shortage of piercing French oak aromas to send this one on its way. But once it settles, the oak supports classy blackberry, boysenberry and peppery flavors along with a structured, dense mouthfeel.",Malbec
Argentina,"This is a lively, slightly jagged wine with full ripeness and lots of berry, spice and zip. The palate hits hard with cherry, raspberry and pepper flavors, and there's a bit of rasp and burn to the finish. Should get a little softer with more bottle age.",Merlot-Malbec
Argentina,"Warm and earthy, with a touch of sulfur that subsides with air. The palate is juicy but also sort of rich, and the flavors of mixed red fruits feature a couple of layers of potency that are followed by a compact, medium-length finish.",Malbec-Merlot
Argentina,"Bubble gum on the nose makes you wonder about carbonic maceration, but that technique wasn't used to make this fruity, simple and generally nice little Cabernet. Don't expect complexity from it, or much varietal character; this is your basic red wine with adequate sweetness and some chocolate.",Cabernet Sauvignon
Argentina,"Pretty good wine with only the mildest weedy, herbal notes. For the most part this is full, sunny Malbec; only a hint of green and finishing black pepper vies with the dark berry and plum flavors that one should expect. Decent balance; ordinary as a whole.",Malbec
Argentina,"Turning toward brick in color, with leaner aromas that offer dry fruit and equally dry spice notes. The palate deals mild blackberry flavors before a scratchy finish, while the feel is suspect. It seems to be fast approaching its end, meaning drink now. Made from organic grapes.",Cabernet Sauvignon
Argentina,"There are fumé blancs that are oak-backed and others that aren't. This one is the former. The nose is full of toast and vanilla, while the fruit is on the ripe, weighty side, with peach, melon and lemon flavors. Fairly rich in the mouth, with whetting acidity.",Fumé Blanc
Argentina,"Big and bulky, with a mixed bag of aromas that includes field scents, rubber and baked fruit. The palate deals berry and plum flavors, while the finish tilts toward heavy and medicinal. Seems like this one got a bit overripe and sticky. The 2003 was better.",Cabernet Sauvignon
Argentina,"Nice on the nose. The palate is steady but on the leaner side, with prickly tannins joining berry fruit, chocolate and toast. A tighter, Patagonian style of Malbec, meaning it's firm as opposed to lush.",Malbec
Argentina,"For an everyday red that won't wreck the wallet, this juicy, fresh Malbec qualifies. It offers sweet aromas of plum and berry, and the palate follows suit with blueberry and blackberry. The depth and complexity are limited but the fundamentals and enjoyment factor are measurable.",Malbec
Argentina,"A little choppy and tannic, with thin red-fruit aromas. The palate is of medium depth, with a bit of tannin-driven rawness to make things a little harder than ideal. Otherwise it's steady and warming.",Cabernet Sauvignon
Argentina,"The nose exudes popcorn, butter and spice, while the palate is downright resiny. In between all the barrel (or is it stave?) influence, the wine shows moderately plump pear and apple flavors. But the oak is always dominant, with the mouthfeel as the wine's saving grace.",Chardonnay
Argentina,"Tons of color, fruit and weight add up to a big, fun but clumsy hunk of generic red wine. With a slightly slick feel and not much structure, it's a wine that's meant to go down easy.",Merlot
Argentina,"Sweet and a little foxy on the nose, with secondary aromas of air freshener. The flavors are a touch brambly and herbal, while the palate is flush and chewy but also a little tannic and choppy. Doesn't seem as thought this is as structured and serious as it was, say, four or five years ago.",Malbec
Argentina,"A little reduced and granular on the nose, with black fruit and licorice aromas filling any gaps. The flavor profile is solid, with black cherry and plum pulling the cart. Where this wine comes up short is in mouthfeel; it's tight almost to the point of sharp, with a strong essence of grape skins and tannin. Imported by Pernod Ricard, USA.",Malbec
Argentina,"Clean, fruity and a touch candied on the bouquet. The palate is narrow but saved by ripe black cherry flavors and spice notes. Finishes with a mocha-like flavor and a crisp, clean feel. A basic but more than satisfactory Malbec. Imported by Carolina Wine Brands USA Inc.",Malbec
Argentina,"Bright purple in color, a sure indicator that what's to come will be jammy and rich. The nose is all boysenberry and wood, with a hint of mineral. The palate is ultraripe but a bit clumsy and oversized. Not complex but very nice in a fruit-forward, knife-and-fork manner.",Malbec
Argentina,"A spicy sort of red, with earth, leather and forest aromas. Cassis, cherry and chocolate make for a tasty palate, although there's a bit of outsized tannin, oak and heat. Sturdy, medium in terms of lushness, and broad.",Malbec
Argentina,"Solid, ripe and tasty, with hard rubber, dark berry and toast on the nose. Jammy and big on first take, yet it runs a bit thin once you bore your way to the center. Still, everything is lively and easy to like. Would be just right with a burger fresh off the grill.",Malbec
Argentina,"Deep, a touch rugged, and lively, with berry aromas accented by strong whiffs of citrus peel, especially lemon rind. Flavors of black raspberry and cassis are convincing, while the palate is textured, with smooth tannins and integrated acids. Balanced overall; one of this winery's best offerings to date.",Malbec
Argentina,"Big and burly, with a semi- syrupy nose that brings berry jam, molasses, shoe polish and crusty, baked berry aromas. But don't dismiss this Cab as overripe and over the top; it is complete and balanced, with good acidity pushing black fruit, chocolate, clove and herb flavors to their maximum expression. And it dials it in on the finish, where cola and coffee notes are just right. Drink now through 2010.",Cabernet Sauvignon
Argentina,"Ripe to the tipping point of being a little bit baked, but the nose of spice and mint mixed with violet, black cherry and plum is attractive. The palate on this blend is concentrated but well balanced, and the jammy flavors of plum and berry are not too heavy.",Red Blend
Argentina,"An elevated, classy wine with earth, tobacco, leather and currant aromas. It's a little saucy and saturated, but with air it unveils layering and flavors of coconut (oak-based), leather, cassis and plum. Rich on the finish, with chocolate and rubber notes. Drink now or hold through 2011.",Cabernet Sauvignon
Argentina,"Shows some young-vine raciness but also the sappy red cherry that is Rio Negro Malbec. Balanced and nicely oaked, with a comfortable finish that carries both chocolate and vanilla. From the maker of Fabre Montmayou.",Malbec
Argentina,"Smells a little hot and peppery, but the palate is big and expansive, with generous flavors of blackberry and vanilla. Round on the finish, if a bit generic, and not overly identifiable as Merlot. Still, it's an attractive, spicy red wine.",Merlot
Argentina,"Quite tropical on the nose, with aromas of pineapple and passion fruit. The palate is a soft, honeyed bowl of kiwi, melon, cucumber and white pepper, while the finish is dry and gets more hollow as the wine warms up. Not a classic Sauvignon, but it has its virtues.",Sauvignon Blanc
Argentina,"Stick with Sur's basic 2005 Malbec because it's fresher and cleaner than this raisiny, tannic brooder that tastes a little too much of stewy fruit and liqueur.",Malbec
Argentina,"California winemaker Patrick Campbell makes this perfumed, unusual Chardonnay, which is challenged but ultimately proves its worth. While it's nothing like Burgundy or other varietally correct Chards, it does show sweet melon, mango and other candied flavors. More for those wanting a simple, sweeter style.",Chardonnay
Argentina,"This Patagonian Malbec requires patience and forgiveness. The nose is milky and green at first, but airing paroles riper, redder aromas and flavors. Ultimately there's decent berry character and plumpness but not a lot of follow through or finish.",Malbec
Argentina,"Cabernet may always struggle to achieve ripeness in Patagonia, but Schroeder is getting pretty decent plum and blackberry character out of this wine. The mouthfeel, however, runs kind of hard and sheer. May get better in future vintages.",Cabernet Sauvignon
Argentina,"Plenty of patience is required with this wine, because at first it's rough and stewy, with herb and tomato aromas. Airing reveals a blackberry core and tannin-infused oak notes, while the finish features mostly char and vanilla. Has its merits but also some weaknesses.",Merlot
Argentina,"A little buttery and wayward, but not without its good points, which include ripe apple, melon, citrus and papaya flavors. The body is fairly hefty and the finish carries heat, but overall offers decent fruit-salad flavors and pretty good balance.",Chardonnay
Argentina,"Aromas of lychee fruit, pineapple, nectarine and baby powder are fairly typical and welcoming. The palate offers bright but somewhat nondescript flavors that ultimately tilt toward melon. The finish hangs in there, showing moderate grace and length. All in all this is decent Torrontes from La Rioja, a province to the north of Mendoza.",Torrontés
Argentina,"Opens with brambly, leathery aromas; later shows some true Tempranillo character, namely body, tannin and dark-fruit flavors. This is not flawed, but it is rather oaky and demanding.",Tempranillo
Argentina,"Lightly tropical, with peach, citrus and pineapple aromas. The palate offers mostly sharp citrus flavors of lime and orange, and the finish holds onto that theme.",Sauvignon Blanc
Argentina,"Aromas of talcum powder, tangerine and melon are decent, while the palate offers round and mildly edgy citrus and passion fruit. Finishes with some zest and pink grapefruit. A legit but limited wine; drink now.",Sauvignon Blanc
Argentina,"Butterscotch, roast corn and a general aromatic flatness don't really bring you in, but the flavors of pear and peach are adequate, and the palate has some acidic kick to it. Mouthfeel and flavorwise, the wine is fine, but it has no complexity, character or pedigree to it.",Chardonnay
Argentina,"From the San Juan province, this lighter-framed blend offers a hint of mineral and honey on the nose, followed by racier orange and green melon flavors. As a whole the wine is perfectly clean but insipid. It's tangy, sheer and clean but lacks body and soul.",Chardonnay-Viognier
Argentina,"A lot of detectable oak here with earthy, cooked fruit and a flat overlay of barrel. In general, something seems missing.",Tempranillo
Argentina,"Aromas of sweet melon and honey suggest an innocuous quality that's confirmed on the palate, where basic apple and pear flavors come across a bit sweet. Finishes with some scour and a little harshness.",Chardonnay
Argentina,"Lightly brambled and ever so slightly green, with pleasant strawberry and raspberry aromas. The mouthfeel is a touch choppy and grabby, but it's not too thin and rough to make it unpleasant. Not bad for the price.",Tempranillo
Argentina,"Lightly candied at first, but airing unveils more pure plum and raspberry aromas. Cherry, raspberry and plum flavors are standard but good, while the mouthfeel is firm and smooth enough. Mainstream all the way but likable.",Malbec
Argentina,"Heavily toasted up front, yielding popcorn, cream soda and ultimately a touch of pear. The blend is an uncommon trio of Viognier, Chardonnay and Riesling that results in a meaty palate with hidden acidity and dry citrus flavors. Unusual, with interesting qualities. As a whole, however, it isn't outstanding. Imported by Testa Wines of the World.",White Blend
Argentina,"Nice and spicy, with exotic aromatics like citrus peel, coriander and browned butter. Of course, there's solid berry fruit in there as well. Seems a touch pastry-like in the mouth, where sugars and cream come in waves. Chunky in the long run, but fun and big.",Malbec
Argentina,"Mint and rubber band scents open the bouquet, and then black fruit and marmalade aromas take over. This Bonarda is riper, softer and more cuddly than most, with ultraripe black-fruit flavors and soft tannins that make it borderline sappy. Plump, easygoing and loaded with fruit. Drink now to get the soft, giving side of this grape.",Bonarda
Argentina,"Sweet blackberry fruit and minerally darkness give this Malbec a smooth, inviting bouquet. And in the mouth, it's just as nice: light butter, juicy raspberry and plum flavors, and then dark spice on the finish. Among the best values in Argentina.",Malbec
Argentina,"Peach, melon and other slightly sweet tropical aromas lead into green melon and citrus flavors. Medium-bodied and a bit chewy, with a light, uneven finish that pushes grapefruit and soda cracker.",Chardonnay
Argentina,"Typcially rustic, as are most of Weinert's wines. Tree bark, earth and cola are apparent on the saucy, traditional bouquet, while the palate is a touch raw and herbal, with tomato and oregano accenting medium-weight red fruit. For some this is the right style; for others it won't do the trick. Imported by Broadbent Selections, Inc.",Cabernet Sauvignon
Argentina,"Basically a simple, creamy red; the strawberry and chocolate flavors are easy to like and not hard to get. Not as purple and lush as many, as it deals road tar, raspberry and citrus peel on the nose. Imported by Dylain Produce, LLC.",Malbec
Argentina,"Quite roasted and ripe up front, with a heavy burnt/toasted scent that covers up most of the fruit that might want to get out. Plump and candied on the palate, with a sweetness that seems simple and out of place. Creamy and warm on the finish, with thickness. Questionable in terms of its polish and finesse. Imported by Wine Source Selections.",Malbec
Argentina,"A wonderful wine from the Uco Valley of Mendoza that opens with fine fruit, richness and molten earth. The palate is big as they come but not hard and out of whack, and the flavors are an amalgam of rich black plum, berry fruit, fig paste and chocolate. Smoky and sultry on the back end, with mocha and coffee for finishing notes. Drink now through 2014.",Red Blend
Argentina,"Not a bad value. The wine is a touch reduced and short on mouthfeel and aromatics, but it still delivers creamy vanilla flavors, raspberry essence and decent density. The sum of all its parts is better than the individual components. Best now, and in casual settings.",Malbec
Argentina,"Better than jug wine even if it comes in a big bottle, with clean, lightly expressive cherry, raspberry and plum flavors. There's a little heat and roughness to the finish, but given the league that it's playing in you can't complain about the overall quality of this Mendoza Cabernet. A big-time barbecue or party wine.",Cabernet Sauvignon
Argentina,"Opens with a smoke shack full of hickory and jerky before settling in a dark mass. The palate is sweet and a touch awkward, with heavy Port-like weight and strange but provoking berry flavors. An odd blend of Malbec, Cab and Syrah that needs fine tuning.",Red Blend
Argentina,"For the price, this is pretty good. Not very Syrah-like, but if you enjoy plum, cherry and currant flavors along with pretty good mouthfeel and balance, you'll get it here.",Shiraz
Argentina,"Warm, earthy, leathery and grapy, with a mildly tart, underdeveloped palate that offsets any roughness with a blanket of creamy oak resulting in flavors of berries and milk chocolate. With more focus, riper fruit and less oak, this wine could better.",Malbec
Argentina,"Almost sugar-beet sweet on the nose, with a good dose of oak and size. The palate is expectedly big, but with fairly hard tannins and limited depth of fruit. Ultimately there's not much cushion, so it seems hard.",Malbec-Cabernet Sauvignon
Argentina,"Rhubarb and tomato leaf are strongly present on the nose, followed by grassy flavors and a hollow, thin mouthfeel. Septima is Spanish-owned, and this 800-case bottling seems like a nod to the homeland. But it tastes anything but Spanish.",Tempranillo
Argentina,"Lightly tropical on the nose, yet nutty and fading on the palate. There's some dried fruit flavors and some acidity to keep it hopping. But in the grand scheme of things this doesn't come close to taking over center stage.",Chardonnay-Viognier
Argentina,"The bouquet has a lot of burnt character, particularly rubber, and the palate has too much corn, citrus pith and peach pit. Shows vibrant acidity but little finesse.",Chardonnay
Argentina,"Overripe. The nose has thick citrus and cantaloupe aromas, while the palate shows chunky melon and citrus juice. Extremely round but limited in terms of what it offers.",Chardonnay
Argentina,"Lively black cherry and plum aromas indicate that this slightly older wine is still vibrant and healthy. The palate is solid, tannic and medium in weight, with sweet but balanced dark-fruit flavors. This is a tasty, well-made, familiar style of Malbec.",Malbec
Argentina,"Saturated Malbec, with an opaque color and dense, sweet aromas that are slightly floral and pastry-like. Big and rich in the mouth, with bold cassis, blackberry and plum flavors floating on a soft, almost jammy structure. Finishes full and oily in texture. Rich and ready to drink now.",Malbec
Argentina,"Dark fruit and leather on the nose seem fine, yet the palate is high-toned and starchy, with sharp flavors of cherry, plum and mushroom doing battle with severe tannins. And it's a touch saucy and salty on the finish. Imported by Victoire Imports.",Syrah
Argentina,"Bright in color and jammy on the nose, with aromas of bubble gum and blueberry. Candied in the mouth, with flavors of sugary plum and cherry. More of a junior varsity wine; it shows some talent but needs more practice. Imported by Stanza.",Syrah
Argentina,"Runs toward the sweet side, with fruit syrup and candied apple on the nose. Lemon-lime is the front and center flavor component, while the finish runs sweet and sour, with a sugary aftertaste.",Sauvignon Blanc
Argentina,"Flat and basic, with charred secondary aromas. Simple red fruit with rubbery tannins make for an average palate. Easy enough but hard to find anything special or exciting to go on about. Imported by Wine Source Selections.",Cabernet Sauvignon
Argentina,"Floral and spring-like up front, but also smells too much like air freshener or dish soap. Plump pear and cantaloupe flavors are adequate, but the candied finish and heavy sweetness lean toward dull and heavy. Not bad but has faults.",Torrontés
Argentina,"Starts hard and rubbery before opening to show more wood and toast than clean, approachable fruit. Kind of buttery and woody on the palate, where red fruit sits in reserve. Sort of lean in terms of flavor; limited. Imported by Oenophilia Imports.",Malbec
Argentina,"Very oaky, with coconut and raw wood making up the bulk of the bouquet. Wood is the recurring theme throughout, with just a bit of dark fruit making an appearance. Very hard, tannic and tough.",Merlot
Argentina,"Solid enough, with standard black-fruit aromas that show raisin but also adequate freshness. Black cherry is the dominant flavor component, backed by a finish that's decently textured and a touch chocolaty. Not great, but not bad for Tannat.",Tannat
Argentina,"Jammy and condensed to start with, but ultimately the nose checks in as unexpressive. Intense in the mouth but limited in its depth and scope. There's blackberry early and mocha late, but the feel is hard. Quite tannic and unyielding. It's one-third each Cabernet, Malbec and Merlot. Imported by Winebow.",Bordeaux-style Red Blend
Argentina,"Ripe and a bit heavy, with aromas of leather and charcoal. A dark-styled but basic Malbec with chunky plum and cassis flavors. Round in the mouth, with a chalky, mildly tannic finish. Nothing exceptional but a good, balanced specimen.",Malbec
Argentina,"Opens with a full punch bowl of light, flowery, fruity aromas and backs that up with mixed fruit flavors along with touches of mineral, green herbs and fresh lettuce. With 20% Chardonnay stiffening 80% Torrontès, this wine shows a little something different. Imported by Appellation Imports.",White Blend
Argentina,"Round, simple and easy to enjoy if you don't mind a lack of Viognier typicity replaced by chunky apple aromas and flavors. There's also some citrus and apricot to bulk up the flavor profile. Overall it's a full-bodied but indifferent white. Drink right away for best results.",Viognier
